source,target,date_min
file2746,file2757,1555-10-07
file2747,file2759,1555-10-08
file2748,file2753,1555-10-09
file2749,file2757,1555-10-12
file2749,file2752,1555-10-12
file2750,file2756,1555-10-14
file2752,file2757,1555-10-18
file2753,file2770,1555-10-19
file2756,file2773,1555-10-22
file2757,file2772,1555-10-28
file276,file310,1548-09-22
file2760,file2777,1555-11-02
file2769,file2774,1555-11-12
file2770,file2775,1555-11-14
file2772,file2785,1555-11-18
file2773,file2784,1555-11-19
file2777,file2780,1555-11-27
file2778,file2802,1555-12-03
file2779,file2792,1555-12-03
file2782,file2790,1555-12-06
file2784,file2807,1555-12-09
file2784,file2795,1555-12-09
file2785,file2789,1555-12-14
file2785,file2803,1555-12-14
file2789,file2811,1555-12-23
file2789,file2803,1555-12-23
file279,file313,1548-09-23
file279,file311,1548-09-23
file279,file300,1548-09-23
file279,file294,1548-09-23
file279,file312,1548-09-23
file2791,file2817,1555-12-26
file2791,file2815,1555-12-26
file2792,file2818,1555-12-27
file2793,file2809,1555-12-28
file2795,file2813,1555-12-31
file2795,file2807,1555-12-31
file2803,file2811,1556-01-02
file2804,file2808,1556-01-02
file2807,file2813,1556-01-07
file2807,file2824,1556-01-07
file2813,file2834,1556-01-20
file2813,file2824,1556-01-20
file2813,file2826,1556-01-20
file2815,file2817,1556-01-22
file2816,file2819,1556-01-23
file282,file292,1548-09-24
file2824,file2826,1556-02-05
file2824,file2837,1556-02-05
file2824,file2834,1556-02-05
file2826,file2837,1556-02-09
file2826,file2851,1556-02-09
file2826,file2834,1556-02-09
file283,file306,1548-09-25
file283,file287,1548-09-25
file283,file305,1548-09-25
file283,file304,1548-09-25
file2831,file2832,1556-02-16
file2834,file2851,1556-02-17
file2834,file2837,1556-02-17
file2837,file2871,1556-02-24
file2837,file2851,1556-02-24
file2839,file2849,1556-02-26
file284,file314,1548-09-27
file284,file301,1548-09-27
file284,file323,1548-09-27
file284,file321,1548-09-27
file2840,file2862,1556-02-27
file2841,file2869,1556-02-29
file2841,file2856,1556-02-29
file2841,file2876,1556-02-29
file2843,file2844,1556-03-03
file2848,file2868,1556-03-05
file2849,file2879,1556-03-05
file285,file320,1548-09-28
file285,file315,1548-09-28
file285,file316,1548-09-28
file285,file293,1548-09-28
file285,file308,1548-09-28
file2850,file2861,1556-03-07
file2851,file2877,1556-03-07
file2851,file2871,1556-03-07
file2852,file2888,1556-03-09
file2856,file2869,1556-03-12
file2856,file2890,1556-03-12
file2856,file2876,1556-03-12
file2856,file2889,1556-03-12
file2865,file2878,1556-03-19
file2869,file2890,1556-03-22
file2869,file2876,1556-03-22
file2869,file2889,1556-03-22
file287,file305,1548-09-28
file287,file304,1548-09-28
file287,file306,1548-09-28
file2870,file2887,1556-03-23
file2870,file2895,1556-03-23
file2871,file2877,1556-03-24
file2873,file2892,1556-03-26
file2876,file2890,1556-03-30
file2876,file2889,1556-03-30
file2877,file2903,1556-03-30
file2879,file2891,1556-03-31
file2885,file2908,1556-04-05
file2887,file2895,1556-04-06
file2889,file2906,1556-04-10
file2889,file2890,1556-04-10
file2890,file2906,1556-04-11
file2892,file2901,1556-04-11
file2894,file2905,1556-04-15
file2896,file2902,1556-04-22
file2899,file2927,1556-04-27
file29,file42,1548-02-11
file29,file41,1548-02-11
file29,file57,1548-02-11
file29,file52,1548-02-11
file29,file63,1548-02-11
file29,file47,1548-02-11
file29,file33,1548-02-03
file2901,file2922,1556-04-27
file2903,file2918,1556-04-29
file2908,file2915,1556-05-01
file2908,file2930,1556-05-01
file2908,file2921,1556-05-01
file2909,file2932,1556-05-01
file2911,file2912,1556-05-03
file2915,file2921,1556-05-07
file2915,file2930,1556-05-07
file2916,file2931,1556-05-08
file2918,file2944,1556-05-11
file292,file318,1548-10-03
file2921,file2930,1556-05-07
file2922,file2941,1556-05-16
file2923,file2924,1556-05-15
file2925,file2934,1556-05-19
file2925,file2943,1556-05-19
file2925,file2926,1556-05-19
file2926,file2943,1556-05-19
file2926,file2934,1556-05-19
file293,file308,1548-10-06
file293,file326,1548-10-06
file293,file320,1548-10-06
file293,file315,1548-10-06
file293,file316,1548-10-06
file2934,file2943,1556-05-26
file2936,file2952,1556-05-27
file294,file312,1548-10-07
file294,file319,1548-10-07
file294,file322,1548-10-07
file294,file313,1548-10-07
file294,file311,1548-10-07
file294,file300,1548-10-07
file2940,file2948,1556-06-04
file2940,file2946,1556-06-04
file2944,file2961,1556-06-08
file2944,file2953,1556-06-08
file2946,file2948,1556-06-09
file2950,file2951,1556-06-15
file2953,file2961,1556-06-25
file2958,file2972,1556-07-01
file2958,file2970,1556-07-01
file296,file338,1548-10-09
file2960,file2962,1556-07-04
file2970,file2972,1556-07-26
file2970,file2976,1556-07-26
file2971,file2978,1556-07-29
file2972,file2976,1556-07-30
file2972,file3001,1556-07-30
file2976,file3001,1556-08-05
file2979,file2980,1556-08-07
file2979,file2990,1556-08-07
file2980,file2990,1556-08-07
file299,file336,1548-10-12
file2991,file3003,1556-08-22
file2992,file2997,1556-08-22
file2992,file2996,1556-08-22
file2994,file3012,1556-08-24
file2995,file3009,1556-08-24
file2996,file2997,1556-08-25
file3,file34,1548-01-28
file300,file312,1548-10-13
file300,file319,1548-10-13
file300,file322,1548-10-13
file300,file313,1548-10-13
file300,file311,1548-10-13
file3002,file3023,1556-08-30
file3005,file3017,1556-08-31
file3007,file3013,1556-09-01
file301,file323,1548-10-13
file301,file321,1548-10-13
file301,file333,1548-10-13
file301,file354,1548-10-13
file301,file314,1548-10-13
file3011,file3036,1556-09-13
file3024,file3029,1556-09-26
file3025,file3026,1556-09-28
file3025,file3030,1556-09-28
file3026,file3030,1556-09-28
file3032,file3033,1556-10-10
file3039,file3051,1556-10-26
file304,file305,1548-10-15
file304,file337,1548-10-15
file304,file343,1548-10-15
file304,file306,1548-10-15
file304,file330,1548-10-15
file3043,file3044,1556-11-10
file3043,file3057,1556-11-10
file3044,file3057,1556-11-13
file3046,file3053,1556-11-16
file3046,file3061,1556-11-16
file305,file337,1548-10-15
file305,file343,1548-10-15
file305,file306,1548-10-15
file305,file330,1548-10-15
file3051,file3055,1556-11-24
file3053,file3067,1556-11-28
file3053,file3061,1556-11-28
file3053,file3065,1556-11-28
file306,file337,1548-10-15
file306,file343,1548-10-15
file306,file330,1548-10-15
file3061,file3067,1556-12-13
file3061,file3065,1556-12-13
file3061,file3092,1556-12-13
file3065,file3101,1556-12-24
file3065,file3104,1556-12-24
file3065,file3092,1556-12-24
file3065,file3067,1556-12-24
file3067,file3101,1556-12-26
file3067,file3104,1556-12-26
file3067,file3092,1556-12-26
file3068,file3106,1556-12-31
file3069,file3105,1556-12-31
file3069,file3099,1556-12-31
file3076,file3102,1557-01-01
file3077,file4571,1560-12-07
file3077,file4585,1560-12-16
file3077,file4563,1560-12-02
file3077,file4592,1560-12-16
file3077,file4624,1560-12-16
file3077,file4551,1560-11-22
file3077,file4614,1560-12-16
file3077,file4578,1560-12-11
file3077,file4580,1560-12-15
file3077,file4581,1560-12-16
file3077,file4632,1560-12-16
file3078,file5976,1563-12-17
file3078,file5989,1563-12-31
file3078,file5987,1563-12-27
file3078,file5985,1563-12-27
file3078,file5960,1563-12-03
file3078,file6004,1564-01-01
file3078,file6021,1564-01-01
file3078,file5999,1564-01-01
file3078,file5965,1563-12-10
file3078,file5968,1563-12-13
file3078,file6012,1564-01-01
file3078,file6000,1564-01-01
file3078,file5983,1563-12-24
file308,file315,1548-10-17
file308,file316,1548-10-17
file308,file326,1548-10-17
file308,file320,1548-10-17
file308,file340,1548-10-17
file3087,file3097,1557-01-03
file3088,file3090,1557-01-03
file3088,file3109,1557-01-03
file3090,file3109,1557-01-07
file3092,file3101,1557-01-08
file3092,file3104,1557-01-08
file3092,file3112,1557-01-08
file3092,file3107,1557-01-08
file3094,file3108,1557-01-09
file3094,file3103,1557-01-09
file3099,file3105,1557-01-15
file31,file8,1548-01-10
file31,file46,1548-02-01
file31,file39,1548-02-01
file3100,file3114,1557-01-15
file3101,file3112,1557-01-16
file3101,file3107,1557-01-16
file3101,file3104,1557-01-16
file3103,file3108,1557-01-18
file3104,file3112,1557-01-22
file3104,file3107,1557-01-22
file3106,file3115,1557-01-22
file3107,file3112,1557-01-28
file3107,file3119,1557-01-28
file3109,file3120,1557-02-01
file311,file312,1548-10-20
file311,file319,1548-10-20
file311,file322,1548-10-20
file311,file313,1548-10-20
file311,file344,1548-10-20
file3112,file3119,1557-02-07
file3115,file3131,1557-02-17
file3115,file3121,1557-02-17
file3116,file3124,1557-02-20
file312,file346,1548-10-21
file312,file319,1548-10-21
file312,file322,1548-10-21
file312,file313,1548-10-21
file312,file344,1548-10-21
file312,file348,1548-10-21
file3121,file3134,1557-02-25
file3121,file3131,1557-02-25
file3123,file3128,1557-02-28
file313,file348,1548-10-21
file313,file346,1548-10-21
file313,file319,1548-10-21
file313,file322,1548-10-21
file313,file344,1548-10-21
file3131,file3140,1557-03-17
file3131,file3134,1557-03-17
file3131,file3145,1557-03-17
file3132,file3141,1557-03-19
file3132,file3149,1557-03-19
file3134,file3140,1557-03-24
file3134,file3145,1557-03-24
file314,file321,1548-10-24
file314,file333,1548-10-24
file314,file354,1548-10-24
file314,file349,1548-10-24
file314,file323,1548-10-24
file3140,file3145,1557-03-30
file3141,file3149,1557-03-31
file3145,file3172,1557-04-09
file3146,file3162,1557-04-09
file3146,file3154,1557-04-09
file315,file316,1548-10-24
file315,file326,1548-10-24
file315,file320,1548-10-24
file315,file340,1548-10-24
file3153,file3177,1557-04-18
file3153,file3164,1557-04-18
file3154,file3186,1557-04-19
file3154,file3179,1557-04-19
file3154,file3162,1557-04-19
file3157,file3160,1557-04-21
file3157,file3183,1557-04-21
file316,file326,1548-10-24
file316,file340,1548-10-24
file316,file320,1548-10-24
file3160,file3183,1557-04-23
file3162,file3189,1557-04-26
file3162,file3186,1557-04-26
file3162,file3179,1557-04-26
file3163,file3174,1557-04-26
file3164,file3177,1557-04-28
file3164,file3190,1557-04-28
file3170,file3176,1557-05-02
file3171,file3195,1557-05-04
file3171,file3175,1557-05-04
file3171,file3201,1557-05-04
file3171,file3197,1557-05-04
file3172,file3191,1557-05-06
file3172,file3188,1557-05-06
file3172,file3184,1557-05-06
file3172,file3198,1557-05-06
file3173,file3199,1557-05-06
file3173,file3185,1557-05-06
file3173,file3205,1557-05-06
file3173,file3200,1557-05-06
file3173,file3193,1557-05-06
file3175,file3195,1557-05-06
file3175,file3201,1557-05-06
file3175,file3197,1557-05-06
file3177,file3190,1557-05-10
file3177,file3206,1557-05-10
file3179,file3189,1557-05-13
file3179,file3186,1557-05-13
file3183,file3208,1557-05-14
file3184,file3198,1557-05-16
file3184,file3191,1557-05-16
file3184,file3188,1557-05-16
file3185,file3200,1557-05-16
file3185,file3210,1557-05-16
file3185,file3193,1557-05-16
file3185,file3199,1557-05-16
file3185,file3205,1557-05-16
file3186,file3189,1557-05-17
file3188,file3198,1557-05-20
file3188,file3191,1557-05-20
file319,file346,1548-10-26
file319,file322,1548-10-26
file319,file344,1548-10-26
file319,file350,1548-10-26
file319,file348,1548-10-26
file3190,file3206,1557-05-21
file3191,file3198,1557-05-22
file3191,file3217,1557-05-22
file3192,file3212,1557-05-22
file3193,file3210,1557-05-23
file3193,file3199,1557-05-23
file3193,file3205,1557-05-23
file3193,file3200,1557-05-23
file3195,file3207,1557-05-23
file3195,file3201,1557-05-23
file3195,file3197,1557-05-23
file3197,file3207,1557-05-24
file3197,file3201,1557-05-24
file3198,file3217,1557-05-30
file3199,file3200,1557-05-30
file3199,file3225,1557-05-30
file3199,file3210,1557-05-30
file3199,file3224,1557-05-30
file3199,file3205,1557-05-30
file320,file340,1548-10-26
file320,file351,1548-10-26
file320,file326,1548-10-26
file3200,file3224,1557-05-30
file3200,file3205,1557-05-30
file3200,file3225,1557-05-30
file3200,file3210,1557-05-30
file3201,file3207,1557-05-31
file3205,file3210,1557-06-05
file3205,file3224,1557-06-05
file3205,file3225,1557-06-05
file3205,file3231,1557-06-05
file3206,file3233,1557-06-06
file3209,file3219,1557-06-11
file3209,file3236,1557-06-11
file3209,file3230,1557-06-11
file3209,file3214,1557-06-11
file3209,file3226,1557-06-11
file321,file333,1548-10-26
file321,file354,1548-10-26
file321,file349,1548-10-26
file321,file323,1548-10-26
file3210,file3224,1557-06-12
file3210,file3225,1557-06-12
file3210,file3231,1557-06-12
file3214,file3236,1557-06-16
file3214,file3230,1557-06-16
file3214,file3226,1557-06-16
file3214,file3240,1557-06-16
file3214,file3219,1557-06-16
file3217,file3244,1557-06-20
file3219,file3226,1557-06-20
file3219,file3240,1557-06-20
file3219,file3236,1557-06-20
file3219,file3230,1557-06-20
file322,file344,1548-10-27
file322,file350,1548-10-27
file322,file348,1548-10-27
file322,file346,1548-10-27
file3220,file3227,1557-06-21
file3220,file3241,1557-06-21
file3220,file3221,1557-06-21
file3220,file3234,1557-06-21
file3221,file3227,1557-06-21
file3221,file3241,1557-06-21
file3221,file3234,1557-06-21
file3224,file3225,1557-06-26
file3224,file3231,1557-06-26
file3224,file3242,1557-06-26
file3224,file3243,1557-06-26
file3225,file3231,1557-06-26
file3225,file3242,1557-06-26
file3225,file3243,1557-06-26
file3226,file3240,1557-06-28
file3226,file3236,1557-06-28
file3226,file3230,1557-06-28
file3227,file3241,1557-06-28
file3227,file3234,1557-06-28
file323,file333,1548-10-27
file323,file354,1548-10-27
file323,file349,1548-10-27
file3230,file3240,1557-07-01
file3230,file3236,1557-07-01
file3231,file3242,1557-07-01
file3231,file3243,1557-07-01
file3231,file3254,1557-07-01
file3232,file3250,1557-07-03
file3232,file3249,1557-07-03
file3232,file3237,1557-07-03
file3233,file3257,1557-07-04
file3234,file3241,1557-07-05
file3235,file3253,1557-07-08
file3236,file3240,1557-07-09
file3237,file3250,1557-07-09
file3237,file3258,1557-07-09
file3237,file3249,1557-07-09
file3237,file3264,1557-07-09
file3239,file3282,1557-07-16
file3241,file3271,1557-07-16
file3241,file3265,1557-07-16
file3241,file3261,1557-07-16
file3242,file3267,1557-07-16
file3242,file3243,1557-07-16
file3242,file3254,1557-07-16
file3243,file3267,1557-07-18
file3243,file3254,1557-07-18
file3244,file3262,1557-07-19
file3244,file3263,1557-07-19
file3244,file3270,1557-07-19
file3247,file3251,1557-07-20
file3248,file3269,1557-07-20
file3248,file3260,1557-07-20
file3248,file3259,1557-07-20
file3249,file3264,1557-07-20
file3249,file3250,1557-07-20
file3249,file3258,1557-07-20
file3250,file3258,1557-07-22
file3250,file3264,1557-07-22
file3251,file3280,1557-07-26
file3251,file3277,1557-07-26
file3254,file3273,1557-07-31
file3254,file3267,1557-07-31
file3255,file3274,1557-08-01
file3256,file3268,1557-08-01
file3256,file3279,1557-08-01
file3257,file3266,1557-08-01
file3257,file3290,1557-08-01
file3258,file3264,1557-08-04
file3259,file3269,1557-08-05
file3259,file3260,1557-08-05
file326,file340,1548-10-29
file326,file351,1548-10-29
file3260,file3269,1557-08-05
file3261,file3295,1557-08-06
file3261,file3265,1557-08-06
file3261,file3287,1557-08-06
file3261,file3276,1557-08-06
file3261,file3296,1557-08-06
file3261,file3271,1557-08-06
file3262,file3275,1557-08-06
file3262,file3286,1557-08-06
file3262,file3263,1557-08-06
file3262,file3285,1557-08-06
file3262,file3270,1557-08-06
file3263,file3286,1557-08-07
file3263,file3275,1557-08-07
file3263,file3285,1557-08-07
file3263,file3270,1557-08-07
file3265,file3271,1557-08-09
file3265,file3295,1557-08-09
file3265,file3287,1557-08-09
file3265,file3276,1557-08-09
file3265,file3296,1557-08-09
file3266,file3306,1557-08-09
file3266,file3290,1557-08-09
file3267,file3273,1557-08-10
file3268,file3279,1557-08-10
file3270,file3285,1557-08-13
file3270,file3308,1557-08-13
file3270,file3275,1557-08-13
file3270,file3286,1557-08-13
file3271,file3295,1557-08-13
file3271,file3287,1557-08-13
file3271,file3276,1557-08-13
file3271,file3296,1557-08-13
file3272,file3303,1557-08-18
file3272,file3282,1557-08-02
file3272,file3299,1557-08-18
file3274,file3314,1557-08-19
file3275,file3308,1557-08-20
file3275,file3286,1557-08-20
file3275,file3285,1557-08-20
file3275,file3310,1557-08-20
file3276,file3296,1557-08-20
file3276,file3311,1557-08-20
file3276,file3295,1557-08-20
file3276,file3287,1557-08-20
file3277,file3318,1557-08-20
file3277,file3317,1557-08-20
file3277,file3313,1557-08-20
file3277,file3280,1557-08-20
file3278,file3312,1557-08-20
file3279,file3315,1557-08-20
file3280,file3324,1557-08-23
file3280,file3318,1557-08-23
file3280,file3317,1557-08-23
file3280,file3313,1557-08-23
file3285,file3308,1557-08-31
file3285,file3333,1557-08-31
file3285,file3286,1557-08-31
file3285,file3310,1557-08-31
file3286,file3333,1557-08-31
file3286,file3310,1557-08-31
file3286,file3308,1557-08-31
file3287,file3296,1557-08-31
file3287,file3311,1557-08-31
file3287,file3295,1557-08-31
file3287,file3337,1557-08-31
file3290,file3306,1557-08-31
file3291,file3336,1557-09-01
file3291,file3301,1557-09-01
file3295,file3337,1557-09-02
file3295,file3346,1557-09-02
file3295,file3296,1557-09-02
file3295,file3311,1557-09-02
file3296,file3311,1557-09-03
file3296,file3337,1557-09-03
file3296,file3346,1557-09-03
file3299,file3326,1557-09-04
file3299,file3328,1557-09-04
file3299,file3303,1557-09-04
file33,file41,1548-02-03
file33,file57,1548-02-03
file33,file52,1548-02-03
file33,file47,1548-02-03
file33,file42,1548-02-03
file330,file337,1548-10-30
file330,file343,1548-10-30
file3301,file3336,1557-09-05
file3302,file3304,1557-09-05
file3303,file3326,1557-09-05
file3303,file3328,1557-09-05
file3308,file3352,1557-09-10
file3308,file3354,1557-09-10
file3308,file3333,1557-09-10
file3308,file3310,1557-09-10
file3310,file3354,1557-09-13
file3310,file3333,1557-09-13
file3310,file3352,1557-09-13
