letter_id,sender_ref,sender_cert,recipient_ref,recipient_cert,date_when,date_cert,place_ref,place_cert,language,date_precision,date_parsed,year,month
file12179,p8384,high,p495,high,1545-04-10,high,l28,high,la,full,1545-04-10,1545,4
file1218,p1548,high,p495,high,1551-03-22,high,l296,high,la,full,1551-03-22,1551,3
file12180,p467,high,p495,high,1545-04-11,high,l491,high,la,full,1545-04-11,1545,4
file12181,p8055,high,p495,high,1545-04-13,low,l257,low,la,full,1545-04-13,1545,4
file12182,p495,high,p3700,high,1545-04-14,high,l587,high,la,full,1545-04-14,1545,4
file12183,p164,high,p495,high,1545-04-15,high,l28,high,la,full,1545-04-15,1545,4
file12184,p1548,high,p495,high,1545-04-15,high,l491,high,la,full,1545-04-15,1545,4
file12185,p3590,high,,,1545-04-16,high,l244,low,de,full,1545-04-16,1545,4
file12186,p1278,high,p495,low,1545-04-18,high,l28,high,la,full,1545-04-18,1545,4
file12187,p495,high,p8055,high,1545-04-19,high,l587,high,la,full,1545-04-19,1545,4
file12188,p495,high,p8418,high,1545-04-20,high,l587,high,de,full,1545-04-20,1545,4
file12189,p8383,high,p495,high,1545-04-20,high,l2,high,la,full,1545-04-20,1545,4
file1219,,,,,1551-03-22,high,,,,full,1551-03-22,1551,3
file12190,p1278,high,p495,high,1545-04-22,high,l28,high,la,full,1545-04-22,1545,4
file12191,p8418,high,p495,high,1545-04-22,high,l28,high,la,full,1545-04-22,1545,4
file12192,p179,high,p495,high,1545-04-25,high,l364,high,la,full,1545-04-25,1545,4
file12193,p8055,high,p495,high,1545-04-26,low,l257,low,la,full,1545-04-26,1545,4
file12194,p8055,high,p495,high,1545-04-27,high,l257,high,la,full,1545-04-27,1545,4
file12195,p1278,high,p495,high,1545-04-27,high,l28,high,la,full,1545-04-27,1545,4
file12196,p1010,high,p495,high,1545-04-30,high,l411,high,la,full,1545-04-30,1545,4
file12197,p495,high,p8418,high,1545-05-01,high,l587,high,de,full,1545-05-01,1545,5
file12198,p8130,high,,,1545-05-05,high,l587,low,la,full,1545-05-05,1545,5
file12199,p4112,high,p495,high,1545-05-07,high,l21,high,la,full,1545-05-07,1545,5
file122,p8055,low,p495,high,1548-05-15,high,l257,low,de,full,1548-05-15,1548,5
file1220,p495,high,p1278,high,1551-03-24,high,l587,low,la,full,1551-03-24,1551,3
file12200,p8055,high,p495,high,1545-05-08/1545-05-13,low,l184,high,de,range,1545-05-08,1545,5
file12201,p495,high,p8049,high,1545-05-10,high,,,de,full,1545-05-10,1545,5
file12202,,,,,1545-05-10,high,l41,low,de,full,1545-05-10,1545,5
file12203,p3927,high,p495,high,1545-05-10,high,l18,high,de,full,1545-05-10,1545,5
file12204,p714,high,p495,high,1545-05-12,high,l280,high,la,full,1545-05-12,1545,5
file12205,p495,high,p8055,high,1545-05-14,high,l587,low,la,full,1545-05-14,1545,5
file12206,p8049,high,p495,high,1545-05-14,high,l473,high,de,full,1545-05-14,1545,5
file12207,p3481,high,p495,high,1545-05-14,high,l441,high,la,full,1545-05-14,1545,5
file12208,p3878,high,p495,high,1545-05-14,high,l473,high,de,full,1545-05-14,1545,5
file12209,p4112,high,p8127,high,1545-05-15,high,l587,low,la,full,1545-05-15,1545,5
file1221,p495,high,p540,high,1551-03-25,high,l587,low,la,full,1551-03-25,1551,3
file12210,p2807,high,p495,high,1545-05-15,high,l93,high,la,full,1545-05-15,1545,5
file12211,p8354,high,p495,high,1545-05-21,high,l18,low,la,full,1545-05-21,1545,5
file12212,,,p495,high,1545-05-27,high,l49,low,de,full,1545-05-27,1545,5
file12213,p8440,high,p495,high,1545-05-27,high,l320,high,la,full,1545-05-27,1545,5
file12214,p8049,high,p495,high,1545-05-28,high,l473,high,de,full,1545-05-28,1545,5
file12215,p495,high,p1055,high,1545-06-01/1545-06-15,low,l587,low,la,range,1545-06-01,1545,6
file12216,p495,high,p8055,high,1545-06-02,high,l587,high,la,full,1545-06-02,1545,6
file12217,p495,high,p3067,high,1545-06-02,high,l587,high,de,full,1545-06-02,1545,6
file12218,p495,high,p1010,high,1545-06-03,high,l587,high,la,full,1545-06-03,1545,6
file12219,p495,high,p8049,high,1545-06-03,high,l587,high,la,full,1545-06-03,1545,6
file1222,p8440,high,p495,high,1551-03-25,high,l285,high,la,full,1551-03-25,1551,3
file12220,p8055,high,p495,high,1545-06-03,high,l257,low,la,full,1545-06-03,1545,6
file12221,p8049,high,p495,high,1545-06-08,high,l473,high,la,full,1545-06-08,1545,6
file12222,p167,high,,,1545-06-09,high,l587,high,de,full,1545-06-09,1545,6
file12223,p8041,high,p8127,high,1545-06-09,high,l569,high,la,full,1545-06-09,1545,6
file12224,p3700,high,p495,high,1545-06-12,high,l41,low,la,full,1545-06-12,1545,6
file12225,p8073,high,p495,high,1545-06-13,high,l356,high,la,full,1545-06-13,1545,6
file12226,p495,high,p8049,high,1545-06-14,high,l587,high,la,full,1545-06-14,1545,6
file12227,p495,high,p8055,high,1545-06-16,high,l587,high,la,full,1545-06-16,1545,6
file12228,p495,high,p8049,high,1545-06-16,high,l587,high,la,full,1545-06-16,1545,6
file12229,p8055,low,p495,high,1545-06-18,high,l257,low,de,full,1545-06-18,1545,6
file1223,p8055,low,p495,high,1551-03-26,high,l555,low,de,full,1551-03-26,1551,3
file12230,p1278,high,p495,high,1545-06-18,high,l28,high,la,full,1545-06-18,1545,6
file12231,p495,high,p8055,high,1545-06-20,high,l587,high,la,full,1545-06-20,1545,6
file12232,p8354,high,p495,high,1545-06-20,high,l18,low,la,full,1545-06-20,1545,6
file12233,p3927,high,p495,high,1545-06-20,high,l18,high,de,full,1545-06-20,1545,6
file12234,p8073,high,p495,high,1545-06-22,high,l356,high,la,full,1545-06-22,1545,6
file12235,p1278,high,p495,high,1545-06-25,high,l28,high,la,full,1545-06-25,1545,6
file12236,p495,high,p8171,low,1545-06-15/1545-07-15,low,l587,low,la,range,1545-06-15,1545,6
file12237,p8055,high,p495,high,1545-07-03,high,l257,high,la,full,1545-07-03,1545,7
file12238,p8111,high,p495,high,1545-07-07,high,l491,high,la,full,1545-07-07,1545,7
file12239,p8049,high,p495,high,1545-07-08,high,l473,high,la,full,1545-07-08,1545,7
file1224,p1129,high,p495,high,1551-03-26,high,l546,high,la,full,1551-03-26,1551,3
file12240,p1278,high,p495,high,1545-07-09,high,l28,high,la,full,1545-07-09,1545,7
file12241,p581,high,,,1545-07-10,high,l491,high,la,full,1545-07-10,1545,7
file12242,p8354,high,p495,high,1545-07-11,high,l18,low,la,full,1545-07-11,1545,7
file12243,p4112,high,p495,high,1545-07-12,high,l491,high,la,full,1545-07-12,1545,7
file12244,p495,high,p8049,high,1545-07-15,high,l587,high,la,full,1545-07-15,1545,7
file12245,p8298,high,p495,high,1545-07-18,low,l28,low,la,full,1545-07-18,1545,7
file12246,p495,high,p1010,high,1545-07-19,high,l587,high,la,full,1545-07-19,1545,7
file12247,p8055,low,p495,high,1545-07-22,low,l257,low,de,full,1545-07-22,1545,7
file12248,p540,high,p495,high,1545-07-24,high,l167,high,la,full,1545-07-24,1545,7
file12249,p1278,high,p495,high,1545-07-25,high,l28,high,la,full,1545-07-25,1545,7
file1225,p380,high,p495,high,1551-03-28,high,l157,high,la,full,1551-03-28,1551,3
file12250,p8354,high,p495,high,1545-07-28,high,l18,low,la,full,1545-07-28,1545,7
file12251,,,p495,high,1545-07-30,high,l18,low,de,full,1545-07-30,1545,7
file12252,p3240,high,p495,high,1545-07-31,high,l28,high,la,full,1545-07-31,1545,7
file12253,p495,high,p4851,high,1545-08,high,,,,year_month,1545-08-01,1545,8
file12254,p495,high,p581,high,1545-08-01,high,l587,high,la,full,1545-08-01,1545,8
file12255,p495,high,,,1545-08-06,high,l587,high,de,full,1545-08-06,1545,8
file12256,p495,high,p1010,high,1545-08-06,high,l587,high,la,full,1545-08-06,1545,8
file12257,p495,high,p8055,high,1545-08-10,high,l587,high,la,full,1545-08-10,1545,8
file12258,p8055,low,p495,high,1545-08-10,high,l257,low,la,full,1545-08-10,1545,8
file12259,p2807,high,p495,high,1545-08-10,high,l88,high,la,full,1545-08-10,1545,8
file1226,p1456,high,p495,high,1551-03-28,high,l311,high,la,full,1551-03-28,1551,3
file12260,p1010,high,p495,high,1545-08-11,low,l411,high,la,full,1545-08-11,1545,8
file12261,p1278,high,p495,low,1545-08-12,high,l28,high,la,full,1545-08-12,1545,8
file12262,p1861,high,p495,high,1545-08-16,high,l226,high,de,full,1545-08-16,1545,8
file12263,p8354,low,p495,high,1545-08-18,high,l18,low,la,full,1545-08-18,1545,8
file12264,p8504,high,p495,high,1545-08-18,high,l581,high,la,full,1545-08-18,1545,8
file12265,p278,high,p495,high,1545-08-19,high,l337,high,la,full,1545-08-19,1545,8
file12266,p1278,high,p495,high,1545-08-19,high,l28,high,la,full,1545-08-19,1545,8
file12267,p3700,high,p495,high,1545-08-19,high,l41,high,la,full,1545-08-19,1545,8
file12268,p1278,high,p495,high,1545-08-01/1545-08-26,low,,,la,range,1545-08-01,1545,8
file12269,p179,high,p495,high,1545-08-24,low,l138,high,la,full,1545-08-24,1545,8
file1227,p1278,low,p495,high,1551-03-30,high,l28,low,la,full,1551-03-30,1551,3
file12270,p8041,high,p495,high,1545-08-25,high,l138,high,la,full,1545-08-25,1545,8
file12271,,,p495,high,1545-08-25,high,l473,high,la,full,1545-08-25,1545,8
file12272,p8440,high,p495,high,1545-08-25,high,l320,high,la,full,1545-08-25,1545,8
file12273,p495,high,p8055,high,1545-08-26,high,l587,high,la,full,1545-08-26,1545,8
file12274,p8055,high,p495,high,1545-08-27,high,l257,low,de,full,1545-08-27,1545,8
file12275,p1278,high,p495,high,1545-08-27,low,l28,high,la,full,1545-08-27,1545,8
file12276,p8055,high,p495,high,1545-08-28,low,l257,low,la,full,1545-08-28,1545,8
file12277,p8083,high,p495,high,1545-08-29,high,l473,high,la,full,1545-08-29,1545,8
file12278,p4112,high,p495,high,1545-08-31,high,l185,high,la,full,1545-08-31,1545,8
file12279,p8130,high,p495,high,1545-08-31,high,l189,high,la,full,1545-08-31,1545,8
file1228,p8124,high,p495,high,1551-03-30,high,l28,high,la,full,1551-03-30,1551,3
file12280,p536,high,p495,high,1545-08-01/1545-09-30,low,l157,low,la,range,1545-08-01,1545,8
file12281,p8418,high,p495,high,1545-09-04,high,l28,high,la,full,1545-09-04,1545,9
file12282,p495,high,p8055,high,1545-09-05,high,l587,high,de,full,1545-09-05,1545,9
file12283,p8115,high,p495,high,1545-09-05,high,l543,high,la,full,1545-09-05,1545,9
file12284,p8055,high,p495,high,1545-09-06/1545-09-07,low,l257,low,de,range,1545-09-06,1545,9
file12285,p8516,high,p495,high,1545-09-08,high,l491,high,la,full,1545-09-08,1545,9
file12286,p1278,low,p495,high,1545-09-09,high,l28,high,la,full,1545-09-09,1545,9
file12287,p8055,low,p495,low,1545-09-10,low,l257,low,de,full,1545-09-10,1545,9
file12288,p6831,high,p495,high,1545-09-10,high,l585,high,la,full,1545-09-10,1545,9
file12289,p1456,high,p495,low,1545-09-12,high,l157,high,la,full,1545-09-12,1545,9
file1229,p1278,high,p495,high,1551-03-31,low,l28,high,,full,1551-03-31,1551,3
file12290,p8418,high,p495,high,1545-09-13,high,l28,high,la,full,1545-09-13,1545,9
file12291,p8049,low,p495,low,1545-09-15/1545-09-30,low,l473,low,la,range,1545-09-15,1545,9
file12292,p495,high,p2807,high,1545-09-18,high,l587,high,la,full,1545-09-18,1545,9
file12293,p495,high,p8504,high,1545-09-18,high,l587,high,la,full,1545-09-18,1545,9
file12294,p495,high,p6831,high,1545-09-18,high,l587,high,la,full,1545-09-18,1545,9
file12295,p8122,high,p495,high,1545-09-18,high,l18,low,la,full,1545-09-18,1545,9
file12296,p8055,high,p495,high,1545-09-19,low,l257,high,la,full,1545-09-19,1545,9
file12297,p8009,high,p495,high,1545-09-22,high,l311,high,la,full,1545-09-22,1545,9
file12298,p8055,high,p495,high,1545-09-24,high,l257,high,la,full,1545-09-24,1545,9
file12299,p8418,high,p495,high,1545-09-24,high,l28,high,la,full,1545-09-24,1545,9
file123,p8380,high,p495,high,1548-05-15,high,l555,high,la,full,1548-05-15,1548,5
file1230,p8055,low,p495,high,1551-04,low,l555,low,de,year_month,1551-04-01,1551,4
file12300,p1278,high,p495,high,1545-09-25,high,l28,high,la,full,1545-09-25,1545,9
file12301,p8298,high,p495,high,1545-09-26,high,l28,low,la,full,1545-09-26,1545,9
file12302,p495,high,p8418,high,1545-09-28,high,l587,high,de,full,1545-09-28,1545,9
file12303,p8354,high,p495,high,1545-09-30,high,l257,high,la,full,1545-09-30,1545,9
